scenario_id,scenario_name_en,scenario_name_zh_hant,target_id,target_en,target_zh_hant,participation_mode_id,participation_mode_name_en,participation_mode_name_zh_hant,prompt_en,prompt_zh_hant,stationary_required,photo_task_allowed,driver_interaction_allowed,adult_supervision_required,skip_allowed,safety_boundary_en,safety_boundary_zh_hant,official_reference_ids
city-walk,City walk,城市散步,target-06,one detail above eye level,一個高於視線的細節,describe,Notice or describe,觀察／描述,"Notice one detail above eye level. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個高於視線的細節」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Use a card only after the adult chooses a safe place to stop. The adult handles navigation, crossings, traffic and decisions about where to walk.",只有在大人選定安全停留處後才使用卡片。導航、過馬路、車流與行走路線，全部由大人判斷。,
city-walk,City walk,城市散步,target-06,one detail above eye level,一個高於視線的細節,create,Plan or create,規劃／創作,"Use one detail above eye level as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個高於視線的細節」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Use a card only after the adult chooses a safe place to stop. The adult handles navigation, crossings, traffic and decisions about where to walk.",只有在大人選定安全停留處後才使用卡片。導航、過馬路、車流與行走路線，全部由大人判斷。,
city-walk,City walk,城市散步,target-07,one place where people pause,一個人們會停下來的地方,watch,Watch or point,看一看／指出來,"From your current spot, notice one place where people pause. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個人們會停下來的地方」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Use a card only after the adult chooses a safe place to stop. The adult handles navigation, crossings, traffic and decisions about where to walk.",只有在大人選定安全停留處後才使用卡片。導航、過馬路、車流與行走路線，全部由大人判斷。,
city-walk,City walk,城市散步,target-07,one place where people pause,一個人們會停下來的地方,describe,Notice or describe,觀察／描述,"Notice one place where people pause. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個人們會停下來的地方」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Use a card only after the adult chooses a safe place to stop. The adult handles navigation, crossings, traffic and decisions about where to walk.",只有在大人選定安全停留處後才使用卡片。導航、過馬路、車流與行走路線，全部由大人判斷。,
city-walk,City walk,城市散步,target-07,one place where people pause,一個人們會停下來的地方,create,Plan or create,規劃／創作,"Use one place where people pause as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個人們會停下來的地方」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Use a card only after the adult chooses a safe place to stop. The adult handles navigation, crossings, traffic and decisions about where to walk.",只有在大人選定安全停留處後才使用卡片。導航、過馬路、車流與行走路線，全部由大人判斷。,
museum,Museum,博物館,target-01,one object with an unexpected texture,一件材質觸感看起來很特別的物品,watch,Watch or point,看一看／指出來,"From your current spot, notice one object with an unexpected texture. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一件材質觸感看起來很特別的物品」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-01,one object with an unexpected texture,一件材質觸感看起來很特別的物品,describe,Notice or describe,觀察／描述,"Notice one object with an unexpected texture. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一件材質觸感看起來很特別的物品」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-01,one object with an unexpected texture,一件材質觸感看起來很特別的物品,create,Plan or create,規劃／創作,"Use one object with an unexpected texture as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一件材質觸感看起來很特別的物品」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-02,one object from another time or place,一件來自不同年代或地方的物品,watch,Watch or point,看一看／指出來,"From your current spot, notice one object from another time or place. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一件來自不同年代或地方的物品」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-02,one object from another time or place,一件來自不同年代或地方的物品,describe,Notice or describe,觀察／描述,"Notice one object from another time or place. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一件來自不同年代或地方的物品」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-02,one object from another time or place,一件來自不同年代或地方的物品,create,Plan or create,規劃／創作,"Use one object from another time or place as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一件來自不同年代或地方的物品」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-03,one tiny detail in a large display,一個大型展示裡的微小細節,watch,Watch or point,看一看／指出來,"From your current spot, notice one tiny detail in a large display. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個大型展示裡的微小細節」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-03,one tiny detail in a large display,一個大型展示裡的微小細節,describe,Notice or describe,觀察／描述,"Notice one tiny detail in a large display. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個大型展示裡的微小細節」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-03,one tiny detail in a large display,一個大型展示裡的微小細節,create,Plan or create,規劃／創作,"Use one tiny detail in a large display as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個大型展示裡的微小細節」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-04,one shape repeated in two works,兩件作品裡重複出現的一種形狀,watch,Watch or point,看一看／指出來,"From your current spot, notice one shape repeated in two works. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「兩件作品裡重複出現的一種形狀」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-04,one shape repeated in two works,兩件作品裡重複出現的一種形狀,describe,Notice or describe,觀察／描述,"Notice one shape repeated in two works. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「兩件作品裡重複出現的一種形狀」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-04,one shape repeated in two works,兩件作品裡重複出現的一種形狀,create,Plan or create,規劃／創作,"Use one shape repeated in two works as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「兩件作品裡重複出現的一種形狀」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-05,one question the label may help answer,一個展示說明可能回答的問題,watch,Watch or point,看一看／指出來,"From your current spot, notice one question the label may help answer. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個展示說明可能回答的問題」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-05,one question the label may help answer,一個展示說明可能回答的問題,describe,Notice or describe,觀察／描述,"Notice one question the label may help answer. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個展示說明可能回答的問題」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-05,one question the label may help answer,一個展示說明可能回答的問題,create,Plan or create,規劃／創作,"Use one question the label may help answer as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個展示說明可能回答的問題」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-06,one object you would protect carefully,一件你會小心保護的物品,watch,Watch or point,看一看／指出來,"From your current spot, notice one object you would protect carefully. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一件你會小心保護的物品」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-06,one object you would protect carefully,一件你會小心保護的物品,describe,Notice or describe,觀察／描述,"Notice one object you would protect carefully. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一件你會小心保護的物品」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-06,one object you would protect carefully,一件你會小心保護的物品,create,Plan or create,規劃／創作,"Use one object you would protect carefully as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一件你會小心保護的物品」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-07,one display you can describe without touching,一個不用觸摸就能描述的展示,watch,Watch or point,看一看／指出來,"From your current spot, notice one display you can describe without touching. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個不用觸摸就能描述的展示」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-07,one display you can describe without touching,一個不用觸摸就能描述的展示,describe,Notice or describe,觀察／描述,"Notice one display you can describe without touching. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個不用觸摸就能描述的展示」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
museum,Museum,博物館,target-07,one display you can describe without touching,一個不用觸摸就能描述的展示,create,Plan or create,規劃／創作,"Use one display you can describe without touching as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個不用觸摸就能描述的展示」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Follow the venue's current rules. Do not touch or photograph anything unless it is clearly permitted, and choose watching or stopping at any time.",遵守場館當下規則。除非明確允許，否則不觸摸、不拍照；任何時候都可選擇只看或停止。,
theme-park,Theme park,主題樂園,target-01,one design detail in the waiting area,等候區裡的一個設計細節,watch,Watch or point,看一看／指出來,"From your current spot, notice one design detail in the waiting area. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「等候區裡的一個設計細節」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-01,one design detail in the waiting area,等候區裡的一個設計細節,describe,Notice or describe,觀察／描述,"Notice one design detail in the waiting area. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「等候區裡的一個設計細節」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-01,one design detail in the waiting area,等候區裡的一個設計細節,create,Plan or create,規劃／創作,"Use one design detail in the waiting area as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「等候區裡的一個設計細節」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-02,one map symbol,地圖上的一個符號,watch,Watch or point,看一看／指出來,"From your current spot, notice one map symbol. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「地圖上的一個符號」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-02,one map symbol,地圖上的一個符號,describe,Notice or describe,觀察／描述,"Notice one map symbol. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「地圖上的一個符號」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-02,one map symbol,地圖上的一個符號,create,Plan or create,規劃／創作,"Use one map symbol as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「地圖上的一個符號」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-03,one object that helps staff communicate,一件協助工作人員溝通的物品,watch,Watch or point,看一看／指出來,"From your current spot, notice one object that helps staff communicate. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一件協助工作人員溝通的物品」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-03,one object that helps staff communicate,一件協助工作人員溝通的物品,describe,Notice or describe,觀察／描述,"Notice one object that helps staff communicate. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一件協助工作人員溝通的物品」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-03,one object that helps staff communicate,一件協助工作人員溝通的物品,create,Plan or create,規劃／創作,"Use one object that helps staff communicate as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一件協助工作人員溝通的物品」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-04,one colour used to guide visitors,一種用來引導遊客的顏色,watch,Watch or point,看一看／指出來,"From your current spot, notice one colour used to guide visitors. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一種用來引導遊客的顏色」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-04,one colour used to guide visitors,一種用來引導遊客的顏色,describe,Notice or describe,觀察／描述,"Notice one colour used to guide visitors. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一種用來引導遊客的顏色」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-04,one colour used to guide visitors,一種用來引導遊客的顏色,create,Plan or create,規劃／創作,"Use one colour used to guide visitors as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一種用來引導遊客的顏色」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-05,one shaded or quiet rest area,一個有遮蔭或較安靜的休息區,watch,Watch or point,看一看／指出來,"From your current spot, notice one shaded or quiet rest area. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個有遮蔭或較安靜的休息區」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-05,one shaded or quiet rest area,一個有遮蔭或較安靜的休息區,describe,Notice or describe,觀察／描述,"Notice one shaded or quiet rest area. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個有遮蔭或較安靜的休息區」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-05,one shaded or quiet rest area,一個有遮蔭或較安靜的休息區,create,Plan or create,規劃／創作,"Use one shaded or quiet rest area as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個有遮蔭或較安靜的休息區」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-06,one sound that belongs to the theme,一個符合主題的聲音,watch,Watch or point,看一看／指出來,"From your current spot, notice one sound that belongs to the theme. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個符合主題的聲音」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-06,one sound that belongs to the theme,一個符合主題的聲音,describe,Notice or describe,觀察／描述,"Notice one sound that belongs to the theme. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個符合主題的聲音」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-06,one sound that belongs to the theme,一個符合主題的聲音,create,Plan or create,規劃／創作,"Use one sound that belongs to the theme as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個符合主題的聲音」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-07,one way the group can stay together,一種讓同行成員保持在一起的方法,watch,Watch or point,看一看／指出來,"From your current spot, notice one way the group can stay together. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一種讓同行成員保持在一起的方法」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-07,one way the group can stay together,一種讓同行成員保持在一起的方法,describe,Notice or describe,觀察／描述,"Notice one way the group can stay together. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一種讓同行成員保持在一起的方法」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
theme-park,Theme park,主題樂園,target-07,one way the group can stay together,一種讓同行成員保持在一起的方法,create,Plan or create,規劃／創作,"Use one way the group can stay together as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一種讓同行成員保持在一起的方法」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Use only while safely stationary and when the adult permits it. Queue, ride, height, restraint and staff instructions always take priority.",只有在安全停留且大人允許時才使用。排隊、設施、身高、安全裝置與工作人員指示永遠優先。,
nature-beach,Nature or beach,自然景點或海邊,target-01,one pattern made by wind or water,一種由風或水形成的圖案,watch,Watch or point,看一看／指出來,"From your current spot, notice one pattern made by wind or water. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一種由風或水形成的圖案」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Stay where the adult and local rules allow. Observe wildlife from a safe distance; do not touch, collect or feed anything for a card.",只停留在大人與當地規則允許的地方，和野生動物保持安全距離；不為了卡片觸摸、撿走或餵食任何東西。,nps-junior-ranger
nature-beach,Nature or beach,自然景點或海邊,target-01,one pattern made by wind or water,一種由風或水形成的圖案,describe,Notice or describe,觀察／描述,"Notice one pattern made by wind or water. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一種由風或水形成的圖案」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Stay where the adult and local rules allow. Observe wildlife from a safe distance; do not touch, collect or feed anything for a card.",只停留在大人與當地規則允許的地方，和野生動物保持安全距離；不為了卡片觸摸、撿走或餵食任何東西。,nps-junior-ranger
nature-beach,Nature or beach,自然景點或海邊,target-01,one pattern made by wind or water,一種由風或水形成的圖案,create,Plan or create,規劃／創作,"Use one pattern made by wind or water as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一種由風或水形成的圖案」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Stay where the adult and local rules allow. Observe wildlife from a safe distance; do not touch, collect or feed anything for a card.",只停留在大人與當地規則允許的地方，和野生動物保持安全距離；不為了卡片觸摸、撿走或餵食任何東西。,nps-junior-ranger
